race_id,district_pres_margin_dem,state,boundary_compatibility,include_in_2022_backtest,district_pres_margin_dem_2022_ready,presidential_result_year,boundary_cycle,source_type,source_local_path,methodology_note
GA-7,-19.199999999999996,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-8,-27.59999999999999,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-9,-32.3,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-10,-21.299999999999997,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-11,-21.9,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-12,-10.200000000000005,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-13,40.5,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
GA-14,-37.49999999999999,GA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
HI-1,29.4,HI,same_as_2022_assumed,True,29.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
HI-2,29.5,HI,same_as_2022_assumed,True,29.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IA-1,-2.8999999999999986,IA,same_as_2022_assumed,True,-2.8999999999999986,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IA-2,-4.400000000000006,IA,same_as_2022_assumed,True,-4.400000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IA-3,-0.4000000000000057,IA,same_as_2022_assumed,True,-0.4000000000000057,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IA-4,-25.9,IA,same_as_2022_assumed,True,-25.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
ID-1,-37.99999999999999,ID,same_as_2022_assumed,True,-37.99999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
ID-2,-23.40000000000001,ID,same_as_2022_assumed,True,-23.40000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-1,42.4,IL,same_as_2022_assumed,True,42.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-2,40.0,IL,same_as_2022_assumed,True,40.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-3,41.400000000000006,IL,same_as_2022_assumed,True,41.400000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-4,46.4,IL,same_as_2022_assumed,True,46.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-5,39.8,IL,same_as_2022_assumed,True,39.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-6,10.9,IL,same_as_2022_assumed,True,10.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-7,72.8,IL,same_as_2022_assumed,True,72.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-8,15.4,IL,same_as_2022_assumed,True,15.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-9,41.3,IL,same_as_2022_assumed,True,41.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-10,25.9,IL,same_as_2022_assumed,True,25.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-11,15.300000000000004,IL,same_as_2022_assumed,True,15.300000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-12,-42.8,IL,same_as_2022_assumed,True,-42.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-13,11.199999999999996,IL,same_as_2022_assumed,True,11.199999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-14,11.400000000000006,IL,same_as_2022_assumed,True,11.400000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-15,-38.7,IL,same_as_2022_assumed,True,-38.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-16,-21.5,IL,same_as_2022_assumed,True,-21.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IL-17,7.800000000000004,IL,same_as_2022_assumed,True,7.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-1,8.399999999999999,IN,same_as_2022_assumed,True,8.399999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-2,-22.6,IN,same_as_2022_assumed,True,-22.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-3,-29.9,IN,same_as_2022_assumed,True,-29.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-4,-29.1,IN,same_as_2022_assumed,True,-29.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-5,-16.0,IN,same_as_2022_assumed,True,-16.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-6,-31.90000000000001,IN,same_as_2022_assumed,True,-31.90000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-7,42.4,IN,same_as_2022_assumed,True,42.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-8,-32.8,IN,same_as_2022_assumed,True,-32.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
IN-9,-27.4,IN,same_as_2022_assumed,True,-27.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KS-1,-29.6,KS,same_as_2022_assumed,True,-29.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KS-2,-16.299999999999997,KS,same_as_2022_assumed,True,-16.299999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KS-3,4.5,KS,same_as_2022_assumed,True,4.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KS-4,-21.700000000000003,KS,same_as_2022_assumed,True,-21.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KY-1,-42.7,KY,same_as_2022_assumed,True,-42.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KY-2,-36.50000000000001,KY,same_as_2022_assumed,True,-36.50000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KY-3,22.300000000000004,KY,same_as_2022_assumed,True,22.300000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KY-4,-32.7,KY,same_as_2022_assumed,True,-32.7,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KY-5,-59.3,KY,same_as_2022_assumed,True,-59.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
KY-6,-11.0,KY,same_as_2022_assumed,True,-11.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
LA-1,-39.2,LA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
LA-2,52.3,LA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
LA-3,-32.3,LA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
LA-4,-29.90000000000001,LA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
LA-5,-29.0,LA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
LA-6,-32.099999999999994,LA,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-1,21.6,MA,same_as_2022_assumed,True,21.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-2,30.700000000000003,MA,same_as_2022_assumed,True,30.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-3,27.299999999999997,MA,same_as_2022_assumed,True,27.299999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-4,28.299999999999997,MA,same_as_2022_assumed,True,28.299999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-5,50.900000000000006,MA,same_as_2022_assumed,True,50.900000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-6,27.4,MA,same_as_2022_assumed,True,27.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-7,72.2,MA,same_as_2022_assumed,True,72.2,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-8,35.3,MA,same_as_2022_assumed,True,35.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MA-9,18.1,MA,same_as_2022_assumed,True,18.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-1,-14.4,MD,same_as_2022_assumed,True,-14.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-2,20.6,MD,same_as_2022_assumed,True,20.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-3,25.300000000000004,MD,same_as_2022_assumed,True,25.300000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-4,80.60000000000001,MD,same_as_2022_assumed,True,80.60000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-5,36.3,MD,same_as_2022_assumed,True,36.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-6,9.800000000000004,MD,same_as_2022_assumed,True,9.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-7,63.1,MD,same_as_2022_assumed,True,63.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MD-8,62.10000000000001,MD,same_as_2022_assumed,True,62.10000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
ME-1,22.799999999999997,ME,same_as_2022_assumed,True,22.799999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
ME-2,-6.100000000000001,ME,same_as_2022_assumed,True,-6.100000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-1,-19.800000000000004,MI,same_as_2022_assumed,True,-19.800000000000004,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-2,-28.200000000000003,MI,same_as_2022_assumed,True,-28.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-3,8.5,MI,same_as_2022_assumed,True,8.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-4,-4.0,MI,same_as_2022_assumed,True,-4.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-5,-24.1,MI,same_as_2022_assumed,True,-24.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-6,26.700000000000003,MI,same_as_2022_assumed,True,26.700000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-7,0.8999999999999986,MI,same_as_2022_assumed,True,0.8999999999999986,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-8,2.0999999999999943,MI,same_as_2022_assumed,True,2.0999999999999943,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-9,-29.4,MI,same_as_2022_assumed,True,-29.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-10,-1.0,MI,same_as_2022_assumed,True,-1.0,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-11,19.9,MI,same_as_2022_assumed,True,19.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-12,48.5,MI,same_as_2022_assumed,True,48.5,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MI-13,49.6,MI,same_as_2022_assumed,True,49.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-1,-9.199999999999996,MN,same_as_2022_assumed,True,-9.199999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-2,7.199999999999996,MN,same_as_2022_assumed,True,7.199999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-3,20.9,MN,same_as_2022_assumed,True,20.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-4,37.49999999999999,MN,same_as_2022_assumed,True,37.49999999999999,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-5,62.9,MN,same_as_2022_assumed,True,62.9,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-6,-17.6,MN,same_as_2022_assumed,True,-17.6,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-7,-33.199999999999996,MN,same_as_2022_assumed,True,-33.199999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MN-8,-11.200000000000005,MN,same_as_2022_assumed,True,-11.200000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-1,58.8,MO,same_as_2022_assumed,True,58.8,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-2,-11.1,MO,same_as_2022_assumed,True,-11.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-3,-18.40000000000001,MO,same_as_2022_assumed,True,-18.40000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-4,-18.799999999999997,MO,same_as_2022_assumed,True,-18.799999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-5,-14.200000000000005,MO,same_as_2022_assumed,True,-14.200000000000005,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-6,-24.799999999999997,MO,same_as_2022_assumed,True,-24.799999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-7,-41.4,MO,same_as_2022_assumed,True,-41.4,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MO-8,-51.3,MO,same_as_2022_assumed,True,-51.3,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MS-1,-31.699999999999996,MS,same_as_2022_assumed,True,-31.699999999999996,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MS-2,26.1,MS,same_as_2022_assumed,True,26.1,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MS-3,-24.299999999999997,MS,same_as_2022_assumed,True,-24.299999999999997,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MS-4,-37.900000000000006,MS,same_as_2022_assumed,True,-37.900000000000006,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MT-1,-7.200000000000003,MT,same_as_2022_assumed,True,-7.200000000000003,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
MT-2,-26.90000000000001,MT,same_as_2022_assumed,True,-26.90000000000001,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-1,-6.899999999999999,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-2,35.300000000000004,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-3,-8.299999999999997,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-4,46.0,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-5,-15.4,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-6,-16.299999999999997,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-7,-11.0,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-8,-17.700000000000003,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-9,-13.800000000000004,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
NC-10,-16.0,NC,different_from_2022_withheld,False,,2020,2022,Existing manually curated House production input,inputs/house_race_inputs.csv,2020 Democratic presidential margin copied from the existing House production input. Values are withheld for states that changed congressional boundaries after the 2022 election.
